website,country,email,description,name
www.feeco.com,United States,sales@feeco.com,"
			Founded in 1951, Feeco specializes in process design, engineering, and manufacturing of mineral processing equipment, from single pieces of equipment, to complete process systems.		",Feeco International Inc.
www.FMMotorparts.com,United States,Adam.Strobe@federalmogul.com,"
			Federal-Mogul Motorparts sells and distributes a broad portfolio of products through more than 20 of the world’s most recognized brands in the global vehicle aftermarket, including FP Diesel® and Abex®.		",Federal-Mogul Motorparts
www.fastfillsystems.com,United States,None,None,Fast Fill Systems
www.famur.com,Poland,None,None,Famur S.A.
www.famictech.com,Canada,marketing@famictech.com,"
			Automation Studio™ is an intuitive and flexible software that integrates hydraulic, pneumatic, electrical and automation systems through design, simulation, prototyping, testing, diagnosis, troubleshooting, maintenance, training, and documentation.		",Famic Technologies Inc.
www.fairmontsupply.com,United States,None,None,Fairmont Supply Co.
www.schulte-strathaus.de,Germany,None,None,F. E. Schulte Strathaus GmbH & Co. KG
www.exsa.net,Peru,None,None,Exsa S.A.
www.exponor.cl,Chile,exponor@aia.cl,"
			The show includes conferences, visits to mine sites, 1-on-1 meetings with mining executives, technical talks, networking between international & national exhibitors, and visits by mining industry delegations. May 15-19, 2017 in Antofagasta, Chile.		",Exponor 2017 Industrial Association of Antofagasta
www.expomin.cl,United States,None,None,EXPOMIN 2018
www.expandersystem.com,United States,info@expandersystem.com,"
			Expander System pivot pin, worn pivots are permanently stabilized without the costly time consuming process of welding and line boring. Repair costs are lower and no future repairs are needed guaranteed! All Expander Systems have a 10-year warranty.		",Expander Americas Inc.
www.helac.com,United States,actuators@helac.com,"
			Helac Corporation manufactures helical hydraulic rotary actuators used to move, support and position rotary loads.		",Helac Corporation
www.hexagonmining.com,United States,contactus@hexagonmining.com,"
			Hexagon Mining helps build this sustainable future by shaping smart change. Smart change means empowering mining enterprises to connect all parts of a mine with technologies that make sense of data in real time.		",Hexagon Mining
www.hitachiconstruction.com,United States,None,"
			Visitors to the Hitachi “To the Core” booth will discover the unmatched efficiency, reliability and durability of the equipment, technology and integrated solutions engineered and developed by Hitachi.		",Hitachi Mining
www.hougen.com,United States,info@hougen.com,"
			Hougen Manufacturing produces a full line of portable magnetic drills, annular cutters and other hole-making products for use in metal fabrication, production and maintenance applications.		","Hougen Manufacturing, Inc."
www.hutchinsoninc.com,United States,smcdermott@hutchinsoninc.com,"
			Is your operation hampered by vehicle downtime from tire sidewall failures? Tire replacement eating profitability? Hutchinson Industries has your solution. The TS2, a highly engineered product provides protection of the vulnerable tire side wall.		","Hutchinson Industries, Inc."
www.schmittwerke.com,Germany,ibs.sales@schmittwerke.com,"
			Roadheading machines and heading systems, new and used. Telematics and control systems for underground mining machines. Parts and service for mining machines.		",IBS Industriemaschinen-Bergbau-Service GmbH
www.impautomation.com,Canada,None,None,IMP Automation Canada Ltd.
www.industrialinfo.com,United States,None,None,Industrial InfoResources
www.imech.ca,Canada,None,None,Innovative Mechanical Solutions
www.ingeteam.com,Germany,None,"
			Ingeteam is a manufacturer of frequency converters and electrical motors for mining applications: Grinding and SAG Mills, Fans, Pumps, Conveyors and Mine Hoists.		",Ingeteam GmbH
www.interclean.com,United States,sales@interclean.com,"
			Since 1984, InterClean Equipment Inc. has been an engineering, innovation and technology pioneer in the field of large vehicle cleaning applications. We have the knowledge and experience to handle the toughest applications in the most demanding environments.		",InterClean Equipment Inc.
www.imt.com,United States,None,"
			IMT serves the mining industry with rugged, durable equipment. From service vehicles to heavy lifting to material transportation and more, IMT provides the equipment you can count on.		",Iowa Mold Tooling Co. Inc.
www.ITRAmerica.com,United States,None,None,ITR America
www.jamesonllc.com,United States,sales@jamesonllc.com,"
			Jameson lighting is designed to perform in extreme conditions for industries that include mining, military, utility and marine. We offer high-performance LED lights for equipment, portable, wide-area and expeditionary applications.		",Jameson LLC
www.naipumining.com,Peoples Republic of China,None,"
			Naipu Mining is a leading manufacturer of slurry pump, mill rubber/composite liner and trommel, hydrocyclone, screen panel, flotation rotator and impeller and mining hose		","Jiangxi Naipu Mining Machinery and New Materials Co., Ltd."
www.jintongrubber.com,Peoples Republic of China,info2@jintongrubber.com,"
			Jintong Rubber was established in 1987. The products are widely used in coal mine machinery, construction machinery, mechanical and electrical machinery, petroleum drilling machinery and other industries.		","Jintong Rubber Co.,Ltd."
www.junipersys.com,United States,None,"
			Juniper Systems provides top-of-the-line rugged data collection solutions for use in tough environments. Designed to improve productivity, Juniper Systems’ rugged hand-held computers help professionals efficiently collect and manage their data.		","Juniper Systems, Inc."
www.kalsi.com,United States,None,"
			Kalsi Engineering, Inc. provides consulting engineering services including design, FEA and CFD analysis, indoor flow loop testing and testing of mechanical equipment and structures. We also offer a line of hydrodynamic rotary shaft seals.		","Kalsi Engineering, Inc."
www.abresist.com,United States,None,None,Kalenborn Abresist Inc.
www.kalbcorp.com,United States,cwalker@kalbcorp.com,None,Kalb Corporation
www.kaltiremining.com,Canada,MTGMarketing@kaltire.com,"
			Over the last 45 years, Kal Tire’s Mining Tire Group has become a leader in mining tire service and supply thanks to its constant pursuit of innovation, and its ability to bring new technology, tools and processes to mine sites around the world.		",Kal Tire
en.sz-kaito.com/,Peoples Republic of China,None,"
			We mainly produce and offer milling bit, pick holder, milling drum assembly, milling cutter, rotary digging teeth, shoveling snow teeth, etc.		","Kaito (SuZhou) Construction Machinery Co., Ltd."
us.kaeser.com,United States,info.us@kaeser.com,"
			Kaeser Compressors offers a complete line of compressed air equipment for rugged use and dependable performance. A combination of superior reliability, energy efficiency, ease of service and quiet operation makes them ideal for the mining industry.		","Kaeser Compressors, Inc."
www.topvu.ca,Canada,sales@topvu.ca,"
			The Topvu suite of products provides a minehardened, reliable location services RFID solution for material, personnel, and equipment. The Topvu eTag boards and readers are the foundation of our tracking solution. Drop by Booth #1635 for a demo.		",K4 Integration
www.komarek.com,United States,jbygrave@komarek.com,"
			K.R. Komarek Inc. a world leader in the design and manufacturing of roll-type briquetting machines and compacting machines ranging from laboratory machines to full production systems. Core markets minerals, specialty chemicals and industrial markets.		",K.R. Komarek Inc.
klineind.com,United States,None,None,K-Line Industries
www.jvivibratoryequipment.com/jvi-minexpo,United States,marketing@jvivibratoryequipment.com,"
			Heavy-duty FEEDERS & GRIZZLIES for reclaim / discharging truck dump & rail hoppers / feeding size reduction equipment | Vibratory Feeders, Screens, Grizzlies & Conveyors | Designed for integration into customer's process		",JVI Vibratory Equipment
www.jsintl.com.cn,Peoples Republic of China,marketing@jsirocktools.com,"
			JSI Rock Tools manufacturers high-quality top hammer and DTH drilling tools for mining, quarrying and construction as well as blast furnace taphole drilling tools for the metalurgical industry.		",JSI Rock Tools
www.radius-nvic.ru,Russia,None,None,JSC Scientific Innovation Engineering Center “RADIUS”
www.jriindustries.com,United States,None,None,"JRI Industries, Inc"
www.joyglobal.com,United States,None,"
			Through its market-leading brands - P&H, Joy and Montabert - Joy Global manufactures & services advanced original equipment & aftermarket parts for underground, surface and hard rock mining.		",Joy Global Inc.
